Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,Patric,,Amazonas,RB,RB,1,35,200000,,8,806,Brazil,Brazil,right,173,79,no,6.92,2.90256,0.7805,2.455698,5.805228,8.484046999999999,BRA2,Testing,2024,0.4577433710180444,0.425072831652166,0.4414081013351052
1,Eduardo Diniz,Ituano,Ituano,"LB, LWB",LB,1,35,0,2024-12-31,9,722,Brazil,Brazil,left,179,68,no,8.35,3.362528,0.375,3.741993,5.112592,9.346428,BRA2,Testing,2024,0.488978401390789,0.5358876680664537,0.5124330347286213
2,Fabiano,Amazonas,Amazonas,"LB, LCB",LB,1,34,100000,2024-11-30,31,2902,Brazil,Brazil,left,180,80,no,7.41,3.383637,2.262375,2.017758,5.956441,9.709364999999998,BRA2,Testing,2024,0.704296529392052,0.6506460871770251,0.6774713082845385
3,Sander,Goiás,Goiás,LB,LB,1,34,250000,2024-12-31,20,1706,Brazil,Brazil,left,176,74,no,8.57,4.36921,0.727398,1.513692,4.878468000000001,7.060676999999999,BRA2,Testing,2024,0.410255315534469,0.3911645055510914,0.4007099105427802
4,Pacheco,Guarani,Guarani,RB,RB,1,33,200000,2024-12-31,22,1905,Brazil,Brazil,right,175,74,no,8.38,4.536252,1.14444,2.69059,8.126832,11.115858,BRA2,Testing,2024,0.810627548857097,0.7740955941476916,0.7923615715023943
5,Guilherme Lazaroni,Ituano,Ituano,LB,LB,1,31,0,2024-11-30,11,915,Brazil,Brazil,left,182,80,no,6.59,2.852476,1.6728,1.869237,5.308988,6.495543000000001,BRA2,Testing,2024,0.4399841612039503,0.3876625067096418,0.413823333956796
6,Rodrigo Soares,Grêmio Novorizontino,Grêmio Novorizontino,"RB, RWB",RB,1,31,1000000,2024-11-30,30,2065,Brazil,Brazil,right,176,73,no,7.19,4.008855000000001,0.6522560000000002,2.526186,5.712084,7.799276999999998,BRA2,Testing,2024,0.4652088083941872,0.4492924155014408,0.457250611947814
7,Alex Ruan,Brusque,Brusque,LB,LB,1,31,100000,2024-11-30,15,1205,Brazil,Brazil,left,175,68,no,7.69,3.587782,0.9710570000000002,2.015178,4.26,7.843629999999999,BRA2,Testing,2024,0.4135169365598139,0.4054145924846533,0.4094657645222336
8,Diogo Mateus,,Guarani,"RB, RCB",RB,1,31,300000,,11,826,Brazil,Brazil,right,173,67,no,6.32,3.053295,0.872,2.833404,8.2775,15.361532,BRA2,Testing,2024,0.7668288071316652,0.7491568659461862,0.7579928365389257
9,Ezequiel,Amazonas,Amazonas,RB,RB,1,31,300000,2024-12-31,24,2098,Brazil,Brazil,right,178,70,no,7.29,4.544452,0.855784,1.502415,4.118262,6.523504,BRA2,Testing,2024,0.2865080885117447,0.2936954920442584,0.2901017902780015
10,Matheus Ribeiro,CRB,CRB,"RB, LB",RB,1,31,300000,2024-12-31,20,1022,Brazil,"Brazil, Italy",right,178,72,no,7.93,4.490292,0.616875,1.58599,5.810875999999999,9.773166,BRA2,Testing,2024,0.5760692130485865,0.5203886326560184,0.5482289228523025
11,Daniel Borges,América Mineiro,América Mineiro,RB,RB,1,31,600000,2024-12-31,16,1112,Brazil,Brazil,right,174,68,yes,10.76,7.038297,1.45585,2.265,7.93408,12.865632,BRA2,Testing,2024,0.9828981260933376,0.9646258689591034,0.9737619975262205
12,Igor Cariús,Sport Recife,Sport Recife,RB,RB,1,31,400000,2025-12-31,16,1176,Brazil,Brazil,left,184,79,no,10.26,5.587899999999999,2.14452,2.141632,7.116560000000001,8.568207999999998,BRA2,Testing,2024,0.8457594740835109,0.8113325926991863,0.8285460333913486
13,Dalbert,Sport Recife,Sport Recife,LB,LB,1,31,800000,2024-12-31,20,1378,Brazil,Brazil,left,181,70,no,10.97,6.531789999999998,1.8912,1.63296,5.553071999999999,9.07536,BRA2,Testing,2024,0.8195925227160057,0.7650660411633334,0.7923292819396696
14,Marlon,América Mineiro,América Mineiro,LB,LB,1,30,600000,2025-12-31,29,2798,Brazil,Brazil,left,177,69,no,8.97,4.88808,0.965728,2.379472,6.87999,10.295333,BRA2,Testing,2024,0.7460265109825259,0.7163776473987641,0.7312020791906451
15,Lucas Ramon,Mirassol,Mirassol,RB,RB,1,30,250000,2024-12-31,33,3084,Brazil,Brazil,right,178,72,no,9.56,3.9195,1.6308,2.835546,5.425079999999999,8.22952,BRA2,Testing,2024,0.6882204199944858,0.668142242742239,0.6781813313683625
16,Mário Sérgio,Avaí,Avaí,LB,LB,1,30,200000,2025-12-31,26,2556,Brazil,Brazil,left,179,70,no,10.39,5.386812,1.724379,1.972992,6.130570000000001,8.874,BRA2,Testing,2024,0.8198054410094218,0.7567214717698612,0.7882634563896415
17,Thales Oleques,Operário PR,Operário PR,RB,RB,1,30,600000,2025-12-31,14,1302,Brazil,"Brazil, Portugal",right,175,74,no,6.77,3.597115,1.59219,2.97304,7.047404,10.09217,BRA2,Testing,2024,0.7450374914407895,0.6775279878503796,0.7112827396455845
18,Raí Ramos,Ceará,Ceará,"RB, RW",RB,1,30,500000,2025-12-31,22,1276,Brazil,Brazil,right,179,78,yes,6.07,3.8118,0.8469630000000001,1.480875,4.159676000000001,5.218630000000001,BRA2,Testing,2024,0.1787350449777145,0.1841059793889173,0.1814205121833159
19,Zeca,Mirassol,Mirassol,LB,LB,1,30,500000,2025-12-31,19,1820,Brazil,Brazil,right,170,68,no,6.59,3.009765,0.364716,3.582,6.801519,11.832756,BRA2,Testing,2024,0.7066322798551953,0.6845674478457606,0.6955998638504779
20,Jean Victor,Botafogo SP,Botafogo SP,"LB, LWB",LB,1,30,50000,2024-12-05,29,1964,Brazil,Brazil,left,181,72,no,8.29,4.630608000000001,1.236357,1.512665,4.310097,7.559125,BRA2,Testing,2024,0.4481081390534057,0.4347196427822824,0.441413890917844
21,Rafael Ramos,Ceará,Ceará,RB,RB,1,29,500000,2024-12-31,24,2306,Portugal,Portugal,right,168,70,yes,8.55,5.267963000000001,1.208617,1.949475,6.675,7.494689999999999,BRA2,Testing,2024,0.6075154334111054,0.6056679504505895,0.6065916919308474
22,Willian Formiga,CRB,CRB,LB,LB,1,29,200000,2024-12-31,22,1459,Brazil,Brazil,left,185,86,no,9.13,4.503515999999999,3.085326,1.790976,5.551241999999999,7.528756,BRA2,Testing,2024,0.7269070084790618,0.7320052576569471,0.7294561330680045
23,Rodrigo Ferreira,Santos,Santos,"RB, LB",RB,1,29,600000,2025-12-31,20,843,Brazil,Brazil,right,178,80,no,10.78,5.233814000000001,1.70688,1.06875,5.873733,12.275879,BRA2,Testing,2024,0.8204674009394526,0.7707454247341614,0.795606412836807
24,Edílson,Paysandu,Paysandu,RB,RB,1,29,100000,2024-11-30,27,2391,Brazil,Brazil,right,171,74,no,7.68,4.6297,0.600964,1.693235,7.417904999999999,9.677394,BRA2,Testing,2024,0.6098908456215298,0.577967700867621,0.5939292732445753
25,Lucas Hipólito,Operário PR,Operário PR,LB,LB,1,29,100000,2024-12-31,11,888,Brazil,Brazil,left,172,72,no,8.61,4.35708,2.333925,1.925625,6.687632,9.219576,BRA2,Testing,2024,0.7481322764058626,0.7365784226614072,0.7423553495336348
26,Pará,Operário PR,Operário PR,LB,LB,1,29,100000,2024-12-31,23,1827,Brazil,Brazil,left,167,70,no,9.12,4.406496000000001,0.8613839999999999,3.292555000000001,6.430716,10.538125,BRA2,Testing,2024,0.7682210315517094,0.7200999147402142,0.7441604731459618
27,Renan Castro,Amazonas,Amazonas,LB,LB,1,29,0,,13,883,Brazil,Brazil,left,175,74,no,8.15,4.28247,1.220778,4.38495,8.96972,12.640948,BRA2,Testing,2024,0.9713996871296744,0.9382281140033526,0.9548139005665135
28,Hayner,Santos,Santos,"RB, LB, RW",RB,1,29,800000,2024-12-31,20,749,Brazil,Brazil,right,178,71,no,9.37,4.086870999999999,1.080072,0.9599040000000001,3.966874999999999,7.44667,BRA2,Testing,2024,0.428059861345962,0.3914015428392854,0.4097307020926237
29,Dieguinho,Goiás,Goiás,RB,RB,1,28,1000000,2024-12-31,31,2786,Brazil,Brazil,right,175,68,no,9.85,4.874675,0.943447,1.593856,7.735104,10.5625,BRA2,Testing,2024,0.7331102062935675,0.714073241284594,0.7235917237890808
30,G. Risso,Ponte Preta,Ponte Preta,LB,LB,1,28,300000,2024-12-31,24,2049,Argentina,Argentina,left,179,71,yes,10.48,4.0614,0.368,3.417645,9.599405999999998,9.782721,BRA2,Testing,2024,0.8444397278844875,0.7843142288296179,0.8143769783570527
31,Marcinho,Ituano,Ituano,RB,RB,1,28,450000,2024-12-31,18,1718,Brazil,Brazil,right,178,76,no,8.54,4.086341999999999,1.573637,3.457349999999999,6.807684,10.054674,BRA2,Testing,2024,0.7990542926628665,0.7680488366362663,0.7835515646495664
32,Bryan,Paysandu,Paysandu,"LB, RB",LB,1,28,50000,2024-12-31,18,1466,Brazil,Brazil,right,175,74,no,7.12,3.869312,1.904968,1.226544,5.405745,8.413405,BRA2,Testing,2024,0.5013332049685302,0.4936476481197324,0.4974904265441313
33,Sávio,Operário PR,Operário PR,RB,RB,1,28,100000,2024-11-15,12,879,Brazil,Brazil,right,169,64,no,5.78,2.65914,1.039114,1.157166,3.35088,10.745736,BRA2,Testing,2024,0.2635424082535784,0.2752046367231224,0.2693735224883504
34,Jefferson,Guarani,Guarani,LB,LB,1,27,500000,2024-12-31,26,2238,Brazil,Brazil,left,178,69,no,6.92,3.500455,1.445337,2.855049,7.63813,12.0274,BRA2,Testing,2024,0.8252396938514932,0.7731758568154415,0.7992077753334674
35,Felipinho,Sport Recife,Sport Recife,LB,LB,1,27,500000,2026-12-31,19,1411,Brazil,Brazil,left,177,74,no,8.04,3.633014000000001,1.210667,2.29827,5.7384,11.92737,BRA2,Testing,2024,0.7306360006021645,0.688288540513,0.7094622705575823
36,Reverson,Grêmio Novorizontino,Grêmio Novorizontino,"LB, LCB, LWB",LB,1,27,200000,2025-12-31,28,2203,Brazil,Brazil,left,175,71,no,5.68,3.22949,1.062471,2.53385,5.351517000000001,7.02525,BRA2,Testing,2024,0.3845632862093405,0.3405774221397274,0.362570354174534
37,Gonzalo Escobar,Santos,Santos,LB,LB,1,27,600000,2024-12-31,30,2873,Argentina,Argentina,left,171,70,yes,11.09,5.480046,1.22301,3.10149,5.672829999999999,12.02852,BRA2,Testing,2024,0.8807398758440773,0.8613593405079526,0.871049608176015
38,Marcos Vinicius,Avaí,Avaí,RB,RB,1,27,0,2024-12-31,31,3062,Brazil,Brazil,right,176,69,yes,8.7,4.084041,1.937187,2.735817,6.287940000000001,10.787952,BRA2,Testing,2024,0.8330168891649802,0.803256230433467,0.8181365597992236
39,Patrick Brey,Botafogo SP,Botafogo SP,"LB, LWB",LB,1,27,125000,2024-11-30,30,2013,Brazil,"Brazil, Germany",left,177,67,no,8.23,4.026516,1.295504,1.740816,5.273739000000001,7.557429,BRA2,Testing,2024,0.4977954334558648,0.4687948554595722,0.4832951444577185
40,Mateus Pivô,Brusque,Brusque,"RB, RWB",RB,1,26,0,2025-06-30,26,2291,Brazil,Brazil,right,180,70,no,9.47,4.971942000000001,2.565465000000001,1.604595,4.453118,5.9348,BRA2,Testing,2024,0.6274951628719954,0.5964112552462505,0.6119532090591229
41,Kevyn,Paysandu,Paysandu,LB,LB,1,26,100000,2025-12-31,28,2270,Brazil,Brazil,left,178,76,no,7.57,4.320428,1.625373,0.4364039999999999,2.5351,4.437655,BRA2,Testing,2024,0.286772566110049,0.2685971810854054,0.2776848735977272
42,Luiz Felipe,Ponte Preta,Ponte Preta,RB,RB,1,26,100000,2025-04-11,10,816,Brazil,Brazil,right,180,76,no,11.0,5.381053999999999,0.935,2.572296,5.503806,7.255348000000001,BRA2,Testing,2024,0.6368566921214903,0.6314798170437481,0.6341682545826193
43,João Vitor,Vila Nova,Vila Nova,"RB, DMF, RCMF",RB,1,26,100000,2024-12-31,23,1294,Brazil,Brazil,right,177,77,no,8.83,3.893935,1.183648,4.240395,8.624616000000001,11.061112,BRA2,Testing,2024,0.9160603149215065,0.8745263544082084,0.8952933346648575
44,Igor Inocêncio,Ponte Preta,Ponte Preta,"RB, LB",RB,1,26,300000,2024-11-30,27,2368,Brazil,Brazil,right,185,78,no,7.73,4.206,1.783881,2.302608,5.516880000000001,9.283458000000001,BRA2,Testing,2024,0.6966083447014383,0.6365510487009227,0.6665796967011806
45,Maílton,Chapecoense,Chapecoense,"RB, RW",RB,1,26,700000,2026-06-30,19,1140,Brazil,Brazil,right,169,71,yes,6.39,3.237000000000001,0.632345,1.57762,4.974,6.709438,BRA2,Testing,2024,0.2375476484833745,0.2358004757389093,0.2366740621111419
46,Marcelinho,Chapecoense,Chapecoense,RB,RB,1,26,0,,24,1827,Brazil,Brazil,right,169,71,no,8.33,3.44551,2.2183,1.3284,4.088559999999999,7.043156,BRA2,Testing,2024,0.4802570021035068,0.4761414946614686,0.4781992483824877
47,Jamerson,Coritiba,Coritiba,LB,LB,1,26,1000000,2025-12-31,15,925,Brazil,Brazil,left,177,77,no,9.63,5.254557,1.071392,1.945581,7.103345000000001,10.702674,BRA2,Testing,2024,0.7945441284017853,0.7678708890145981,0.7812075087081918
48,Hereda,CRB,CRB,RB,RB,1,26,250000,2026-12-31,31,2880,Brazil,Brazil,right,177,65,no,8.59,5.186926000000001,2.06121,1.12384,6.720846,10.84375,BRA2,Testing,2024,0.7844909448916981,0.7497865334929744,0.7671387391923363
49,Luiz Henrique,Goiás,Goiás,LB,LB,1,25,150000,2024-12-31,23,1407,Brazil,Brazil,left,177,74,no,6.14,3.457299,0.894168,2.622116,6.846295,12.730454,BRA2,Testing,2024,0.7108149691023651,0.6845664922854507,0.697690730693908
50,Matheus Bahia,Ceará,Ceará,LB,LB,1,25,1200000,2026-12-31,30,2766,Brazil,Brazil,left,181,75,yes,8.2,4.260704,0.81525,1.528605,5.402502000000001,7.546143999999999,BRA2,Testing,2024,0.4387820137282289,0.4222412033294186,0.4305116085288238
51,Warley,Torpedo Kutaisi,Mirassol,LB,LB,1,24,800000,2027-06-30,12,1067,Brazil,Brazil,right,172,64,no,8.18,3.375,0.338148,3.289670000000001,7.422177,12.316444,BRA2,Testing,2024,0.8067583353556979,0.764186560624935,0.7854724479903163
52,João Pedro Chermont,Santos U20,Santos,RB,RB,1,18,0,,28,1969,Brazil,Brazil,right,181,73,no,10.24,5.895300000000001,1.600128,1.464775,5.026918,9.916654,BRA2,Testing,2024,0.6969102620034705,0.6931179882745327,0.6950141251390016
53,João Gabriel,Ponte Preta U23,Ponte Preta,"RB, LB",RB,1,19,0,,12,837,Brazil,Brazil,unknown,0,0,no,9.68,5.268679000000001,0.321786,1.720782,4.840780000000001,7.74426,BRA2,Testing,2024,0.5353670704535608,0.5003384580519127,0.5178527642527367
54,Richard,Ituano,Ituano,LB,LB,1,19,0,,14,1193,Brazil,Brazil,left,175,71,no,9.66,4.600701,0.6048,1.057808,4.30014,7.167289999999999,BRA2,Testing,2024,0.4462906910533491,0.403706426235276,0.4249985586443126
55,Rodrigo Gelado,Coritiba,Coritiba,LB,LB,1,21,0,2025-08-30,21,1581,Brazil,Brazil,left,178,68,no,9.05,4.664374,2.21892,2.390285,5.69322,6.887868000000001,BRA2,Testing,2024,0.6855001424435505,0.6519669930444446,0.6687335677439976
56,Mateus Henrique,América Mineiro,América Mineiro,RB,RB,1,22,0,2028-12-30,25,2223,Brazil,Brazil,right,178,67,no,10.85,5.01729,1.2125,3.443952,8.499253,15.62385,BRA2,Testing,2024,1.0,1.0,1.0
57,Ryan,CRB,CRB,LB,LB,1,22,0,,18,1112,Brazil,Brazil,left,172,69,yes,6.88,3.4,1.132614,3.236574,8.339224,12.541866,BRA2,Testing,2024,0.7963143597606164,0.7972560566796261,0.7967852082201212
58,S. Ocampos,Operário PR,Operário PR,RB,RB,1,22,0,,10,730,Paraguay,Paraguay,right,178,68,no,7.89,4.189701,0.74,1.7248,4.68234,7.517978,BRA2,Testing,2024,0.4016686327056981,0.3803981439199393,0.3910333883128187
59,Natanael,Coritiba,Coritiba,RB,RB,1,22,2000000,2025-12-31,33,3208,Brazil,Brazil,right,172,67,no,10.24,5.668575,1.655784,1.961166,4.517647999999999,6.788448,BRA2,Testing,2024,0.642038515716666,0.6113649576934302,0.6267017367050481
60,Léo Oliveira,Ituano,Ituano,RB,RB,1,22,100000,2027-12-31,16,963,Brazil,Brazil,right,189,72,yes,12.8,5.981184000000001,3.9276,1.12,4.297433999999999,4.205378,BRA2,Testing,2024,0.8018527541350186,0.7509194313779882,0.7763860927565034
61,Wallison,Botafogo SP,Botafogo SP,"RB, RCB",RB,1,23,300000,2024-12-31,19,1361,Brazil,Brazil,right,177,70,yes,9.79,5.949582,1.323024,1.519848,6.480039000000001,11.308388,BRA2,Testing,2024,0.8019800722602594,0.7568403020516064,0.7794101871559329
62,JP Galvão,Chapecoense,Chapecoense,RB,RB,1,23,0,,14,836,Brazil,Brazil,right,184,75,yes,9.15,5.383764,1.613664,1.397543,3.12048,8.395387000000001,BRA2,Testing,2024,0.5623436121685246,0.5196336103031367,0.5409886112358306
63,J. Torres,Brusque,Brusque,LB,LB,1,23,0,,10,806,Colombia,Colombia,left,186,79,yes,10.54,4.341144000000001,2.725928,1.858879,3.221228,5.333505,BRA2,Testing,2024,0.6023652947115338,0.5753867636423046,0.5888760291769192
64,Mancha,Chapecoense,Chapecoense,LB,LB,1,23,500000,2026-04-30,24,2380,Brazil,"Brazil, Italy",left,178,73,no,7.98,3.325294,1.173942,1.703032,4.799112,7.52277,BRA2,Testing,2024,0.4306576321180199,0.40314348660649,0.4169005593622549
65,Emerson Negueba,Botafogo SP,Botafogo SP,"RB, RW, LW",RB,1,23,400000,2026-12-31,32,2459,Brazil,Brazil,right,175,75,yes,5.12,2.197944,0.915348,0.5488490000000001,2.562352,4.246119999999999,BRA2,Testing,2024,0.0,0.0,0.0
66,Heitor,Guarani,Guarani,"RB, RW, LB",RB,1,23,1000000,2024-12-31,20,1002,Brazil,Brazil,right,174,67,no,8.26,4.758887,0.9899820000000001,2.423694,5.392296,11.22648,BRA2,Testing,2024,0.6707313260977479,0.6538640464547714,0.6622976862762596
67,Rhuan,Vila Nova,Vila Nova,LB,LB,1,24,0,2025-12-31,28,2033,Brazil,Brazil,left,177,76,no,11.33,5.846958999999999,1.635648,1.63795,5.620159999999999,8.278675999999999,BRA2,Testing,2024,0.7655286485226869,0.7279190952892535,0.7467238719059701
68,Eric,Ceará,Ceará,LB,LB,1,24,0,,10,722,Brazil,Brazil,left,180,80,yes,9.85,4.73512,3.36375,1.119375,5.610738,7.108839000000001,BRA2,Testing,2024,0.7334768655673964,0.7359236401414285,0.7347002528544124
69,Elias,Vila Nova,Vila Nova,RB,RB,1,24,0,2025-12-31,30,2937,Brazil,Brazil,right,181,70,yes,10.6,5.759119999999999,3.341136,1.378406,4.593563,5.608954999999998,BRA2,Testing,2024,0.7739814550385807,0.7354798005444079,0.7547306277914942
