Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Laterais_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
0,Ralf,Vila Nova,Vila Nova,"RCB, DMF, RDMF",RCB,4,40,150000,2024-12-31,28,2442,Brazil,Brazil,right,182,85,no,8.07,2.577973,1.254946,0.52,7.59,14.96367,BRA2,Testing,2024,0.4306248419031021,0.4367477176940714,0.4336862797985868
1,David Braz,Goiás,Goiás,"CB, LCB",CB,4,37,150000,2024-12-31,21,1744,Brazil,Brazil,right,188,88,no,7.17,2.785159999999999,1.85705,0.46,5.89,21.42024,BRA2,Testing,2024,0.2953888631187525,0.3178847403828669,0.3066368017508097
2,Gil,Santos,Santos,"LCB, RCB",LCB,4,37,300000,2024-12-31,31,3123,Brazil,Brazil,right,192,87,no,5.65,2.882997,2.705742,0.43,3.97,19.683481,BRA2,Testing,2024,0.1485124997234296,0.108789830833695,0.1286511652785623
3,Wallace,Brusque,Brusque,LCB,LCB,4,36,100000,2024-12-31,32,3130,Brazil,Brazil,right,186,76,no,7.27,2.874123000000001,1.608756,0.72,5.74,13.598336,BRA2,Testing,2024,0.2274658601784313,0.2310171337145872,0.2292414969465092
4,Rafael Donato,Grêmio Novorizontino,Grêmio Novorizontino,CB,CB,4,35,200000,2025-11-30,26,2172,Brazil,Brazil,right,193,99,no,10.57,4.310372,5.180639999999999,0.54,7.59,11.80764,BRA2,Testing,2024,0.9416847204476428,0.9347710097601263,0.9382278651038846
5,Luciano Castán,Sport Recife,Sport Recife,"LCB, RCB",LCB,4,35,300000,2024-12-31,22,1927,Brazil,"Brazil, Italy",left,187,80,no,6.87,2.942349000000001,2.05533,0.51,5.98,25.54839,BRA2,Testing,2024,0.3270405710334111,0.3301302752813667,0.3285854231573889
6,Douglas Bacelar,Guarani,Guarani,RCB,RCB,4,34,100000,2024-11-30,25,2417,Brazil,Brazil,right,190,84,no,7.07,2.236914,2.938800000000001,0.52,5.68,16.351056,BRA2,Testing,2024,0.2723394722047705,0.2800228590132744,0.2761811656090224
7,Claudinho,Ituano,Ituano,"LCB, RCB",LCB,4,34,50000,2024-12-31,29,2829,Brazil,Brazil,right,183,82,no,8.65,3.084939,2.734633,0.86,6.89,15.876234,BRA2,Testing,2024,0.6222026797860867,0.5865853310782951,0.6043940054321909
8,Tiago Pagnussat,Avaí,Avaí,"RCB, LCB",RCB,4,34,250000,2025-06-30,32,3009,Brazil,"Brazil, Italy",right,191,88,no,8.46,3.29315,4.065799999999999,0.54,6.08,21.382715,BRA2,Testing,2024,0.5933620053038285,0.5813885288160447,0.5873752670599366
9,Alemão,Operário PR,Operário PR,RCB,RCB,4,33,100000,2024-12-31,14,1215,Brazil,Brazil,right,186,76,no,5.56,1.704233,3.108222,0.3,5.74,21.781336,BRA2,Testing,2024,0.2197429413960586,0.1976802751382454,0.208711608267152
10,Fábio Sanches,Botafogo SP,Botafogo SP,"CB, RCB",CB,4,33,250000,2024-11-30,21,1777,Brazil,Brazil,right,186,85,no,6.94,2.129352,1.77415,0.51,5.63,12.260541,BRA2,Testing,2024,0.1286021921721557,0.1385526472626514,0.1335774197174036
11,Wanderson,CRB,CRB,"LCB, RCB",LCB,4,33,250000,2024-12-31,11,723,Brazil,Brazil,right,186,83,no,8.59,3.737106,3.363917,1.37,7.7,23.7778,BRA2,Testing,2024,0.7353091521831975,0.7276832361101675,0.7314961941466824
12,Saimon,CRB,CRB,RCB,RCB,4,33,150000,2024-12-31,20,1965,Brazil,Brazil,right,185,79,no,7.33,2.837912,3.023109,0.46,6.17,19.375812,BRA2,Testing,2024,0.4435224739592103,0.4449471151577166,0.4442347945584635
13,Joílson,Ponte Preta,Ponte Preta,"RCB, LCB",RCB,4,33,0,2024-12-31,15,1417,Brazil,Brazil,right,188,78,yes,8.84,4.1225,1.727544,0.8,6.3,16.42004,BRA2,Testing,2024,0.51420305327723,0.5521931316614415,0.5331980924693358
14,Edson Felipe,Goiás,Goiás,LCB,LCB,4,33,300000,2024-12-31,25,1849,Brazil,Brazil,right,183,75,no,7.45,2.579616,1.851824,0.68,6.14,18.012924,BRA2,Testing,2024,0.3150749094225663,0.3279734223531223,0.3215241658878443
15,Renato Palm,Grêmio Novorizontino,Grêmio Novorizontino,"CB, LCB, RCB",CB,4,33,300000,2024-11-30,20,1657,Brazil,Brazil,right,190,89,no,9.61,3.91041,3.96264,0.6,6.59,12.87649,BRA2,Testing,2024,0.818763358164472,0.7392591252522103,0.7790112417083411
16,Maurício Antônio,Coritiba,Coritiba,"RCB, CB, LCB",RCB,4,32,300000,2025-12-31,25,2110,Brazil,"Brazil, Portugal",right,183,82,no,9.3,4.227019,2.51902,0.85,6.73,22.64553,BRA2,Testing,2024,0.690273290567206,0.6929718468920967,0.6916225687296513
17,Ricardo Silva,América Mineiro,América Mineiro,RCB,RCB,4,32,300000,2024-12-31,29,2890,Brazil,Brazil,right,190,84,no,8.07,4.108338000000001,3.144557,0.47,5.4,25.22826,BRA2,Testing,2024,0.5462577050756698,0.5088588451421743,0.5275582751089221
18,Luiz Otávio,Mirassol,Mirassol,LCB,LCB,4,32,900000,2024-11-30,28,2737,Brazil,Brazil,right,194,85,no,7.61,2.015216000000001,3.1365,0.55,7.16,23.91454,BRA2,Testing,2024,0.5101801707079374,0.5050449557184613,0.5076125632131994
19,Sérgio Raphael,Ponte Preta,Ponte Preta,LCB,LCB,4,32,0,2024-12-31,22,1989,Brazil,Brazil,right,188,84,no,8.82,3.52659,2.219525,0.86,6.38,18.054762,BRA2,Testing,2024,0.5681480453358173,0.5624091950098709,0.5652786201728441
20,Bruno Melo,Coritiba,Coritiba,"LCB, LB",LCB,4,32,400000,2024-12-31,31,3077,Brazil,Brazil,left,186,78,yes,6.58,2.576211,1.752595,0.32,4.92,17.638023,BRA2,Testing,2024,0.1105860462270965,0.1307978834975631,0.1206919648623298
21,César Martins,Grêmio Novorizontino,Grêmio Novorizontino,"CB, RCB",CB,4,31,750000,2025-12-10,10,735,Brazil,Brazil,right,191,88,no,10.29,2.45176,3.307696,1.22,8.91,18.608211,BRA2,Testing,2024,0.9299728858269365,0.8216023844192228,0.8757876351230797
22,Lucas Maia,Paysandu,Paysandu,LCB,LCB,4,31,800000,2024-11-30,26,2472,Brazil,Brazil,left,192,85,no,8.01,3.203946,2.2544,0.73,7.6,18.4212,BRA2,Testing,2024,0.5222096298771698,0.5369461124639132,0.5295778711705414
23,Allan Godói,Operário PR,Operário PR,RCB,RCB,4,31,100000,2024-11-15,9,760,Brazil,Brazil,right,187,81,no,7.82,4.266,2.366856,0.47,5.36,15.280335000000001,BRA2,Testing,2024,0.4469158944268167,0.4223189266659824,0.4346174105463996
24,Matheus Salustiano,Guarani,Guarani,"LCB, RCB",LCB,4,31,100000,2024-11-30,23,2291,Brazil,Brazil,right,183,76,no,8.49,3.768264,2.59464,0.82,6.0,15.439064,BRA2,Testing,2024,0.5245881808094244,0.520486184979579,0.5225371828945017
25,Rafael Thyere,Sport Recife,Sport Recife,RCB,RCB,4,31,600000,2025-12-31,19,1922,Brazil,Brazil,right,189,86,no,6.79,2.010592,2.295506,0.8,6.4,23.418178,BRA2,Testing,2024,0.2917948016646361,0.3037494608534342,0.2977721312590351
26,Éverton Alemão,Brusque,Brusque,RCB,RCB,4,31,100000,2024-11-30,19,1488,Brazil,Brazil,right,185,80,no,10.89,5.264688,3.14503,0.6,6.95,12.461316,BRA2,Testing,2024,0.918599882947601,0.8888606075191898,0.9037302452333954
27,Alisson Cassiano,Sport Recife,Sport Recife,RCB,RCB,4,30,150000,2024-12-31,10,888,Brazil,Brazil,right,187,83,no,8.31,3.851315999999999,2.939586,0.81,6.99,21.78866,BRA2,Testing,2024,0.6465841426355988,0.6730300733012324,0.6598071079684156
28,Jean Irmer,Ceará,Ceará,"CB, DMF, RCB",CB,4,30,400000,2024-12-31,16,723,Brazil,Brazil,right,183,80,no,10.71,3.236219999999999,2.23951,1.12,8.67,11.951099,BRA2,Testing,2024,0.8551951553678865,0.8012277607736358,0.8282114580707611
29,Wanderson,Paysandu,Paysandu,RCB,RCB,4,30,100000,2024-11-30,20,1866,Brazil,Brazil,right,187,85,no,9.36,3.955116,2.750398,0.63,8.7,13.505032,BRA2,Testing,2024,0.7465508833003627,0.7685792755317562,0.7575650794160594
30,Messias,Goiás,Goiás,RCB,RCB,4,29,600000,2025-12-31,19,1866,Brazil,Brazil,right,192,92,yes,7.08,3.105536,4.53749,0.46,5.6,14.474952,BRA2,Testing,2024,0.353823251570869,0.37143453942641,0.3626288954986395
31,Joseph,Operário PR,Operário PR,"RCB, LCB",RCB,4,29,100000,2025-11-30,18,1729,Brazil,Brazil,right,186,79,no,7.18,2.652374,0.940814,0.66,6.59,18.566352,BRA2,Testing,2024,0.3403756321621333,0.3151678893135403,0.3277717607378368
32,Diogo Silva,Tianjin Tigers,Amazonas,LCB,LCB,4,29,200000,2024-11-30,14,1364,Brazil,Brazil,right,187,83,no,6.2,2.241297,1.650936,0.2,5.0,22.304128,BRA2,Testing,2024,0.0826447596390151,0.0891983579592337,0.0859215587991244
33,Matheus Costa,Botafogo SP,Botafogo SP,"RCB, LCB",RCB,4,29,300000,2025-12-31,21,1775,Brazil,"Brazil, Portugal",right,188,82,no,7.55,3.09411,2.17833,0.25,5.6,16.734375,BRA2,Testing,2024,0.3152844111273494,0.3289908467528783,0.3221376289401139
34,J. Quintero,,Vila Nova,RCB,RCB,4,29,700000,,19,1497,Colombia,Colombia,right,184,79,no,7.33,2.586455,2.586455,0.36,6.41,15.74832,BRA2,Testing,2024,0.345738230055791,0.3553544616880953,0.3505463458719431
35,Éder,América Mineiro,América Mineiro,"LCB, RCB",LCB,4,29,800000,2024-12-31,25,2413,Brazil,Brazil,right,184,82,no,6.34,2.649702,2.388476,0.48,5.48,21.778745,BRA2,Testing,2024,0.2414860566351384,0.2484340555127657,0.244960056073952
36,Jonathan Costa,Avaí,Avaí,"LCB, RCB",LCB,4,29,250000,2024-12-31,9,755,Brazil,Brazil,right,186,70,no,10.13,3.811496,2.501052,0.95,7.96,20.744614,BRA2,Testing,2024,0.8657473070886488,0.8159974638501537,0.8408723854694012
37,Ramon Menezes,Ceará,Ceará,"RCB, LCB",RCB,4,29,400000,2025-12-31,15,1129,Brazil,Brazil,right,186,81,no,5.5,1.67475,3.504732,0.48,5.09,15.3821,BRA2,Testing,2024,0.1723857401405116,0.1450438303478425,0.158714785244177
38,Mateus Silva,Ponte Preta,Ponte Preta,RCB,RCB,4,29,150000,2025-12-31,19,1824,Brazil,Brazil,right,192,92,no,9.55,3.544660000000001,1.616748,0.68,6.94,12.987571,BRA2,Testing,2024,0.7137471754798334,0.6197297236777917,0.6667384495788125
39,Ianson,Brusque,Brusque,"RCB, CB",RCB,4,29,100000,2025-11-30,21,2015,Brazil,Brazil,right,187,80,no,10.23,3.30828,1.918982,0.8,8.37,14.739372,BRA2,Testing,2024,0.8463067504106978,0.777072966711289,0.8116898585609934
40,Lucas Dias,Muharraq,Botafogo SP,"CB, RCB",CB,4,29,0,2024-12-05,15,1386,Brazil,Brazil,right,191,82,no,9.55,3.636905,1.947904,0.58,5.95,14.481306,BRA2,Testing,2024,0.7126699471293924,0.5772740957340807,0.6449720214317365
41,Benevenuto,Coritiba,Coritiba,"LCB, RCB",LCB,4,28,2000000,2026-12-31,22,1962,Brazil,Brazil,right,181,78,yes,7.2,2.246976,2.156686,0.64,6.55,16.19036,BRA2,Testing,2024,0.3040895374114694,0.3167085476896765,0.3103990425505729
42,Lucão,América Mineiro,América Mineiro,LCB,LCB,4,28,400000,2025-12-31,12,1126,Brazil,Brazil,right,187,80,no,6.63,2.240112,3.360168,0.8,5.64,20.779698,BRA2,Testing,2024,0.2735000008799049,0.2739165321290481,0.2737082665044765
43,Y. Quintana,Paysandu,Paysandu,"RCB, LCB",RCB,4,28,350000,2024-11-30,20,1853,Uruguay,Uruguay,right,196,92,no,10.2,4.272394,4.034179,0.63,8.96,17.9193,BRA2,Testing,2024,1.0,1.0,1.0
44,Bruno Leonardo,Chapecoense,Chapecoense,RCB,RCB,4,28,0,,26,2538,Brazil,Brazil,right,187,88,no,8.97,3.439898,3.19455,0.71,6.71,15.571326,BRA2,Testing,2024,0.6547707271878284,0.6389712208615443,0.6468709740246863
45,Fabio Alemão,CRB,CRB,LCB,LCB,4,27,300000,2024-12-31,16,1588,Brazil,Brazil,right,184,87,no,9.07,4.646439999999999,1.645344,0.91,6.31,20.519474,BRA2,Testing,2024,0.584657804581301,0.6110418868305143,0.5978498457059076
46,Willian Machado,Operário PR,Operário PR,LCB,LCB,4,27,100000,2024-12-31,30,3026,Brazil,Brazil,left,186,90,no,6.8,1.971825,3.474996,0.49,7.52,25.558635,BRA2,Testing,2024,0.465008726739461,0.4675885911032581,0.4662986589213596
47,Wálber,Nam Dinh,Ituano,"RCB, LCB",RCB,4,27,150000,2024-12-31,13,1156,Brazil,Brazil,right,186,80,no,6.62,2.724011,0.70125,0.39,4.53,13.93344,BRA2,Testing,2024,0.0,0.0,0.0
48,João Paulo,Chapecoense,Chapecoense,LCB,LCB,4,27,100000,2025-10-31,13,949,Brazil,Brazil,left,187,75,no,7.59,2.751397,2.276449,0.66,5.71,15.08034,BRA2,Testing,2024,0.2951510704252159,0.3129162463905629,0.3040336584078894
49,João Victor,Mirassol,Mirassol,"RCB, LCB",RCB,4,27,250000,2026-12-31,32,3125,Brazil,Brazil,right,188,80,yes,6.28,1.960713,2.350899,0.65,5.51,26.143288,BRA2,Testing,2024,0.1963188136912233,0.2074675617014137,0.2018931876963185
50,L. Segovia,CRB,CRB,LCB,LCB,4,27,1500000,2025-12-31,9,874,Ecuador,Ecuador,left,182,80,yes,6.9,2.47065,2.572752,0.62,6.34,16.685279,BRA2,Testing,2024,0.3112626143896106,0.3165183698050987,0.3138904920973546
51,Eduardo Doma,Chapecoense,Chapecoense,"LCB, RCB",LCB,4,26,0,2024-12-31,20,1846,Brazil,Brazil,right,187,79,no,7.36,2.289,3.948059999999999,0.63,6.44,17.74589,BRA2,Testing,2024,0.423802633994145,0.4415134211551776,0.4326580275746613
52,Chico,Sport Recife,Sport Recife,"LCB, LB",LCB,4,26,500000,2026-12-31,24,2035,Brazil,Brazil,left,188,80,no,7.39,3.315,2.120922,0.35,5.96,17.426458,BRA2,Testing,2024,0.377044818384527,0.3717643230318775,0.3744045707082022
53,Matheus Felipe,Ceará,Ceará,"RCB, CB",RCB,4,25,1200000,2026-12-31,22,1983,Brazil,Brazil,right,186,84,yes,6.04,2.770344,1.905384,0.41,4.52,16.975128,BRA2,Testing,2024,0.04608015508577343,0.05527992590416037,0.0506800404949669
54,Léo Santos,Nacional,Guarani,"LCB, RCB, CB",LCB,4,25,900000,2027-06-30,12,1092,Brazil,Brazil,right,186,80,no,8.16,3.135132,2.88636,0.82,5.81,20.609008,BRA2,Testing,2024,0.4979145273236525,0.4842891697959108,0.4911018485597817
55,Joaquim,Tigres UANL,Santos,"LCB, RCB",LCB,4,25,3000000,2027-06-30,12,1189,Brazil,Brazil,right,190,82,no,7.87,3.255896,4.463448,0.3,6.35,19.911015,BRA2,Testing,2024,0.5879541184382587,0.589053406510107,0.5885037624741829
56,Lucas Ribeiro,Goiás,Goiás,"LCB, RCB",LCB,4,25,1000000,2024-12-31,27,2545,Brazil,Brazil,right,190,80,no,6.77,4.0119,1.658116,0.63,3.73,16.633512,BRA2,Testing,2024,0.1297989669575847,0.1385794453968278,0.1341892061772063
57,Bernardo Schappo,Botafogo SP,Botafogo SP,LCB,LCB,4,25,750000,2026-12-31,28,2271,Brazil,"Brazil, Luxembourg",left,191,85,yes,8.68,4.081692,4.000932,0.16,6.03,13.438521,BRA2,Testing,2024,0.5950155893105684,0.5785819336514062,0.5867987614809873
58,Patrick,Grêmio Novorizontino,Grêmio Novorizontino,LCB,LCB,4,25,0,,22,1932,Brazil,Brazil,left,183,79,yes,10.3,5.080077999999999,4.189418000000001,0.51,5.84,6.985520999999999,BRA2,Testing,2024,0.8843073533061325,0.7941521733085868,0.8392297633073597
59,Ericson,Botafogo SP,Botafogo SP,"LCB, RB, CB",LCB,4,25,50000,2025-12-10,12,909,Brazil,Brazil,right,184,84,no,10.59,5.842243,1.783785,0.4,6.49,13.5606,BRA2,Testing,2024,0.8153886118597555,0.778555289339075,0.7969719505994153
60,Lucas Gazal,Mirassol,Mirassol,RCB,RCB,4,25,550000,2025-12-31,20,1222,Brazil,Brazil,right,187,86,yes,7.07,1.623258,3.385909,0.74,7.71,25.630936,BRA2,Testing,2024,0.4850287276723035,0.4933006597626605,0.4891646937174821
61,Gustavo Henrique,CRB,CRB,"RCB, LCB",RCB,4,25,50000,2024-12-31,19,1437,Brazil,Brazil,right,192,88,yes,8.39,2.942128,2.633465,0.44,7.92,22.16703,BRA2,Testing,2024,0.6076415293869354,0.6109045600703049,0.6092730447286201
62,Jair,Santos U20,Santos,RCB,RCB,4,19,0,,20,1909,Brazil,Brazil,right,198,81,no,6.55,2.780375,2.784180000000001,0.52,5.24,18.337208,BRA2,Testing,2024,0.2545183630249336,0.2468763671168545,0.250697365070894
63,Luisão,Grêmio Novorizontino U20,Grêmio Novorizontino,RCB,RCB,4,21,0,,30,2774,Brazil,Brazil,right,192,74,no,9.99,5.323543999999999,2.529052000000001,0.26,5.53,10.216271,BRA2,Testing,2024,0.7972358122545882,0.6989968638214383,0.7481163380380133
64,David Ricardo,Ceará,Ceará,LCB,LCB,4,21,0,,29,2824,Brazil,Brazil,left,188,78,no,7.81,4.1097,3.662075,0.35,4.73,17.114324,BRA2,Testing,2024,0.5245956261050672,0.4316204862010973,0.4781080561530823
65,Thalisson,Coritiba,Coritiba,RCB,RCB,4,22,300000,2025-12-31,11,833,Brazil,Brazil,right,190,79,no,6.59,2.69895,2.376108,0.43,5.22,14.693517,BRA2,Testing,2024,0.1875181939500356,0.1817054828324852,0.1846118383912604
66,Habraão,Santa Clara,Chapecoense,LCB,LCB,4,23,0,,11,1041,Brazil,Brazil,right,187,80,yes,8.9,2.9376,3.285452,1.04,7.39,14.264791,BRA2,Testing,2024,0.6847009246897999,0.6483446222189262,0.6665227734543631
67,Carlão,Paysandu,Paysandu,"RCB, LCB",RCB,4,23,100000,2024-12-31,8,731,Brazil,Brazil,right,186,80,no,8.37,3.448224,2.711349,0.86,7.88,14.407245,BRA2,Testing,2024,0.6026479019123078,0.6300718173556241,0.6163598596339659
68,A. Alvariño,Amazonas,Amazonas,"RCB, LCB",RCB,4,23,350000,2025-12-31,27,2597,Argentina,Argentina,right,182,81,yes,6.58,2.21795,1.283904,0.69,5.67,19.444558,BRA2,Testing,2024,0.1515794313842131,0.1785323208824065,0.1650558761333098
69,Lucas Adell,Guarani,Guarani,LCB,LCB,4,24,0,,13,1209,Brazil,Brazil,left,188,70,no,7.89,3.054188,2.604382,0.37,6.3,20.326229,BRA2,Testing,2024,0.4990334404929571,0.4854983051516094,0.4922658728222832
70,Vilar,Avaí,Avaí,"LCB, RCB",LCB,4,24,0,,24,2382,Brazil,Brazil,right,190,89,yes,7.78,3.663842,3.172842000000001,0.42,5.41,22.59448,BRA2,Testing,2024,0.51497464433584,0.4734663896374989,0.4942205169866695
71,Jemmes,Vila Nova,Vila Nova,"LCB, RCB",LCB,4,24,0,,32,3030,Brazil,Brazil,right,187,73,no,8.32,3.355572,2.760728,0.71,6.9,14.198841,BRA2,Testing,2024,0.5631388951055181,0.5552288984718989,0.5591838967887085
72,Miranda,Amazonas,Amazonas,"RCB, LCB",RCB,4,24,600000,2024-12-31,24,2396,Brazil,Brazil,right,181,73,yes,9.73,4.470359,2.142469,0.64,6.97,16.755477,BRA2,Testing,2024,0.770446286994947,0.7532309170390346,0.7618386020169907
73,Guilherme Mariano,Ituano,Ituano,RCB,RCB,4,24,0,,17,1724,Brazil,Brazil,,0,0,yes,10.13,4.648409999999999,2.505,1.04,7.37,12.690188,BRA2,Testing,2024,0.8412261180514213,0.8097497022234919,0.8254879101374566
